Training Accuracy,Validation Accuracy,Training Loss,Validation Loss
0.9540374279022217,0.9695151448249817,0.17221702635288239,0.13320143520832062
0.953601598739624,0.9694393873214722,0.1715008169412613,0.1334080696105957
0.9542967677116394,0.9697878956794739,0.1710178554058075,0.1322815716266632
0.9539492130279541,0.9697424173355103,0.1712532788515091,0.1337742656469345
0.9542219042778015,0.9701212048530579,0.1706639975309372,0.13221554458141327
0.9540694952011108,0.9700151681900024,0.17014345526695251,0.13192658126354218
0.9542941451072693,0.9701060652732849,0.16913439333438873,0.13231554627418518
0.954697847366333,0.9697424173355103,0.16828253865242004,0.1317809820175171
0.9543395638465881,0.9701363444328308,0.1701170951128006,0.13167063891887665
0.9548395872116089,0.9701515436172485,0.1693999320268631,0.1317010223865509
0.954836905002594,0.9698181748390198,0.16751104593276978,0.13173314929008484
0.954770028591156,0.9701818227767944,0.1684274971485138,0.13171277940273285
0.954590916633606,0.9700151681900024,0.16858139634132385,0.1320364624261856
0.9552914500236511,0.970742404460907,0.16721639037132263,0.13042031228542328
0.9551791548728943,0.970575749874115,0.16712863743305206,0.13110843300819397
0.9550641775131226,0.9703030586242676,0.16725951433181763,0.13155537843704224
0.9550668597221375,0.970575749874115,0.16711711883544922,0.13096369802951813
0.9546684622764587,0.9706515073776245,0.1675143539905548,0.13071228563785553
0.9549839496612549,0.9702727198600769,0.1670628935098648,0.1305895447731018
0.9550267457962036,0.9705454707145691,0.1663735806941986,0.12960371375083923
0.9555133581161499,0.9714697003364563,0.1659468710422516,0.12970876693725586
0.9558502435684204,0.970727264881134,0.16606509685516357,0.13075250387191772
0.954938530921936,0.9707727432250977,0.1670917123556137,0.13015560805797577
0.9553342461585999,0.9706666469573975,0.16575106978416443,0.12929357588291168
0.9553208351135254,0.9708333611488342,0.16507978737354279,0.12937778234481812
0.9559625387191772,0.9710454344749451,0.16349443793296814,0.1291334331035614
0.9554278254508972,0.970893919467926,0.16502857208251953,0.12885747849941254
0.9560481309890747,0.9708485007286072,0.16432636976242065,0.1298695057630539
0.9565481543540955,0.9707121253013611,0.16295096278190613,0.1302572339773178
0.9552754163742065,0.9710151553153992,0.16486646234989166,0.12855257093906403
0.9556016325950623,0.9711818099021912,0.1648438423871994,0.12925854325294495
0.9560561776161194,0.9711818099021912,0.16298353672027588,0.12996149063110352
0.9562112092971802,0.9710606336593628,0.1627916544675827,0.12963631749153137
0.9556310176849365,0.9713030457496643,0.16335429251194,0.12964226305484772
0.9561310410499573,0.9712272882461548,0.16270165145397186,0.12835191190242767
0.9562620520591736,0.9713636636734009,0.1627732366323471,0.12851502001285553
0.955895721912384,0.9710757732391357,0.16270312666893005,0.12888288497924805
0.9562246203422546,0.9713030457496643,0.16206033527851105,0.12811508774757385
0.9563716650009155,0.9709545373916626,0.16217830777168274,0.1291845440864563
0.9566978812217712,0.9714999794960022,0.16077733039855957,0.1276993602514267
0.9558556079864502,0.9712272882461548,0.16213750839233398,0.12844505906105042
0.9565133452415466,0.9712727069854736,0.16087080538272858,0.1282525658607483
0.956390380859375,0.9717121124267578,0.1614227443933487,0.12736515700817108
0.9565588235855103,0.9714697003364563,0.16082745790481567,0.1280229538679123
0.956673800945282,0.9714394211769104,0.15989381074905396,0.12654072046279907
0.9568101763725281,0.9714697003364563,0.15989412367343903,0.12635374069213867
0.9566310048103333,0.9717272520065308,0.1596827358007431,0.12631921470165253
0.9569037556648254,0.9718787670135498,0.1597592532634735,0.1265331357717514
0.9566122889518738,0.9717121124267578,0.16024038195610046,0.12766507267951965
0.9564866423606873,0.9715303182601929,0.16026443243026733,0.12785637378692627
0.9569866061210632,0.9717121124267578,0.15909546613693237,0.12577520310878754
0.956352949142456,0.9715303182601929,0.1597597599029541,0.1270313262939453
0.9569010734558105,0.9715151786804199,0.15905243158340454,0.12625549733638763
0.9570775628089905,0.9715303182601929,0.15857109427452087,0.12686948478221893
0.9569491744041443,0.9717272520065308,0.15896041691303253,0.12621623277664185
0.9569705724716187,0.9720151424407959,0.15804658830165863,0.12602417171001434
0.9570374488830566,0.9718939661979675,0.15821784734725952,0.1258106678724289
0.9572165608406067,0.972000002861023,0.15850020945072174,0.12636902928352356
0.9575534462928772,0.9722121357917786,0.1568085253238678,0.12554138898849487
0.9573662877082825,0.9720454812049866,0.15780754387378693,0.1268743872642517
0.9570534825325012,0.972303032875061,0.15734225511550903,0.12521971762180328
0.9574198126792908,0.9719393849372864,0.1572071760892868,0.1255388855934143
0.9576658010482788,0.9719545245170593,0.156373530626297,0.12641796469688416
0.9576417207717896,0.9723333120346069,0.1556093394756317,0.12498243898153305
0.9572727084159851,0.972318172454834,0.15662126243114471,0.12608705461025238
0.9572861194610596,0.9722121357917786,0.15608175098896027,0.12475033849477768
0.9574224352836609,0.9721666574478149,0.15660545229911804,0.12409645318984985
0.9574705958366394,0.9723333120346069,0.15606184303760529,0.12476713955402374
0.9574999809265137,0.9722575545310974,0.15601123869419098,0.12494954466819763
0.9578261971473694,0.9722575545310974,0.155342698097229,0.12443284690380096
0.9579919576644897,0.972151517868042,0.15538416802883148,0.12476944923400879
0.9580293893814087,0.9724242687225342,0.15475042164325714,0.1236727237701416
0.9573208689689636,0.9723636507987976,0.15570755302906036,0.12488991022109985
0.957521378993988,0.9725303053855896,0.1552855372428894,0.12446065247058868
0.9579170942306519,0.9722575545310974,0.1547049731016159,0.12463667243719101
0.9580053687095642,0.9724242687225342,0.1554802805185318,0.12465029209852219
0.9583181738853455,0.9723485112190247,0.15332143008708954,0.12531401216983795
0.9581042528152466,0.9722272753715515,0.15402616560459137,0.1244264617562294
0.9578823447227478,0.9724242687225342,0.15450286865234375,0.12498528510332108
0.9581310153007507,0.972484827041626,0.15342390537261963,0.12442273646593094
0.957842230796814,0.9727272987365723,0.1536312699317932,0.12381698936223984
0.9585561752319336,0.972303032875061,0.15320315957069397,0.12416655570268631
0.9580561518669128,0.9727120995521545,0.1537286341190338,0.12395088374614716
0.9583422541618347,0.9726060628890991,0.15312740206718445,0.12491069734096527
0.9585187435150146,0.9727120995521545,0.15320873260498047,0.12429031729698181
0.958082914352417,0.9726060628890991,0.1534622609615326,0.12430057674646378
0.9583181738853455,0.9725303053855896,0.15253262221813202,0.12510843575000763
0.9578877091407776,0.9727878570556641,0.15345627069473267,0.1227060854434967
0.9586042761802673,0.9727272987365723,0.15171803534030914,0.1244385689496994
0.958967924118042,0.9723939299583435,0.1514892727136612,0.12370892614126205
0.9583395719528198,0.9727878570556641,0.15199168026447296,0.12417929619550705
0.9588609337806702,0.9725151658058167,0.1506320834159851,0.12403257936239243
0.9587059020996094,0.9725757837295532,0.15171198546886444,0.12411875277757645
0.9580267667770386,0.9727120995521545,0.15163534879684448,0.12465126067399979
0.9581952095031738,0.9728636145591736,0.1522628366947174,0.12338854372501373
0.9585855603218079,0.9728333353996277,0.15087632834911346,0.12349395453929901
0.9587700366973877,0.9725909233093262,0.15122093260288239,0.12519051134586334
0.9589064121246338,0.9727575778961182,0.150163933634758,0.12419986724853516
0.9583796858787537,0.9725454449653625,0.15112479031085968,0.12376488000154495
0.9584946632385254,0.9726212024688721,0.15174654126167297,0.12433303892612457
0.9589492082595825,0.9727575778961182,0.15076623857021332,0.12361621856689453
0.9588261842727661,0.9729393720626831,0.15002505481243134,0.12371813505887985
0.9590962529182434,0.9727727174758911,0.14951597154140472,0.12248246371746063
0.9589893221855164,0.9727120995521545,0.14883489906787872,0.12428060919046402
0.9589251279830933,0.9729848504066467,0.15019552409648895,0.12341123074293137
0.9587460160255432,0.9726515412330627,0.14977514743804932,0.1241198480129242
0.9591176509857178,0.9728030562400818,0.14949174225330353,0.12365202605724335
0.9591390490531921,0.9729848504066467,0.14870046079158783,0.12299341708421707
0.958828866481781,0.9732272624969482,0.1498207300901413,0.12221594154834747
0.9592406153678894,0.9729697108268738,0.14824743568897247,0.12310783565044403
0.9589545726776123,0.9728181958198547,0.1495215743780136,0.12414489686489105
0.9591016173362732,0.9729090929031372,0.14834731817245483,0.1236751452088356
0.9589117765426636,0.9729999899864197,0.14839951694011688,0.12306256592273712
0.9592673778533936,0.973409116268158,0.1494029015302658,0.12250816076993942
0.9592754244804382,0.9732727408409119,0.147492915391922,0.12262767553329468
0.9590989351272583,0.9732272624969482,0.14826922118663788,0.12265077978372574
0.9593368768692017,0.9732121229171753,0.14828887581825256,0.1222853884100914
0.9592218995094299,0.9733030200004578,0.14800815284252167,0.12227452546358109
0.9592165946960449,0.9729393720626831,0.1481321007013321,0.12293202430009842
0.9595962762832642,0.9733030200004578,0.14736442267894745,0.1228569895029068
0.958901047706604,0.9734393954277039,0.14904138445854187,0.12169766426086426
0.9593555927276611,0.9734393954277039,0.14695820212364197,0.12394808232784271
0.9591951966285706,0.9733484983444214,0.1480984091758728,0.12179671972990036
0.9595481157302856,0.9735302925109863,0.1468409299850464,0.1200510561466217
0.9594599008560181,0.9734848737716675,0.14782480895519257,0.12227819114923477
0.9592887759208679,0.9736363887786865,0.14773033559322357,0.12127535790205002
0.9597246050834656,0.9733030200004578,0.14703309535980225,0.12278544157743454
0.9592914581298828,0.9734393954277039,0.14781920611858368,0.12204434722661972
0.9601122736930847,0.9734393954277039,0.1456565260887146,0.12232185155153275
0.9592967629432678,0.9736515283584595,0.1464678794145584,0.12282391637563705
0.9593850374221802,0.9736666679382324,0.14687836170196533,0.12365593016147614
0.9595534801483154,0.9733030200004578,0.146951362490654,0.12318125367164612
0.9595080018043518,0.9733484983444214,0.14677861332893372,0.12209746986627579
0.9594545364379883,0.9733030200004578,0.14695915579795837,0.12142620235681534
0.9600962400436401,0.9732727408409119,0.14551573991775513,0.12227905541658401
0.9598181843757629,0.9734696745872498,0.14759241044521332,0.12213681638240814
0.9599063992500305,0.9735454320907593,0.14498956501483917,0.12256435304880142
0.9597967863082886,0.9735151529312134,0.14608074724674225,0.12215416878461838
0.9595454335212708,0.973712146282196,0.14590588212013245,0.12139943242073059
0.9594759345054626,0.9734393954277039,0.14663812518119812,0.12165340781211853
0.9599224328994751,0.973727285861969,0.14522847533226013,0.12126266211271286
0.9600722193717957,0.9736363887786865,0.14525794982910156,0.12284329533576965
0.9599277973175049,0.97357577085495,0.14528900384902954,0.12195237725973129
0.9597566723823547,0.9738333225250244,0.1448834091424942,0.12105882167816162
0.9594759345054626,0.9737575650215149,0.1469447910785675,0.12156229466199875
0.9599063992500305,0.9736969470977783,0.145400270819664,0.12093788385391235
0.9599144458770752,0.9739242196083069,0.14517159759998322,0.1216060146689415
0.9600213766098022,0.9737727046012878,0.1444340944290161,0.1213088110089302
0.9599117636680603,0.9736515283584595,0.14498673379421234,0.1218828558921814
0.9599358439445496,0.9738484621047974,0.14468222856521606,0.12085322290658951
0.9600481390953064,0.9739999771118164,0.14461036026477814,0.12029264122247696
0.9599304795265198,0.973893940448761,0.144821435213089,0.12151874601840973
0.9600748419761658,0.9737727046012878,0.1442975550889969,0.12210356444120407
0.9602994918823242,0.9736969470977783,0.1445179283618927,0.12151887267827988
0.9598342180252075,0.97404545545578,0.14473353326320648,0.1225605234503746
0.960347592830658,0.974060595035553,0.14385369420051575,0.12181766331195831
0.9599491953849792,0.9740303158760071,0.1443377435207367,0.12018930912017822
0.9601604342460632,0.9741060733795166,0.1441074013710022,0.12069669365882874
0.960208535194397,0.9739242196083069,0.1431405395269394,0.12103880196809769
0.9603342413902283,0.973712146282196,0.14298288524150848,0.12078070640563965
0.9602406620979309,0.9740151762962341,0.1434393972158432,0.12138782441616058
0.9598395824432373,0.9739242196083069,0.14360061287879944,0.12151779234409332
0.959713876247406,0.9737879037857056,0.14407192170619965,0.12266483157873154
0.9602272510528564,0.9739090800285339,0.1434677690267563,0.12341157346963882
0.9601042866706848,0.9741514921188354,0.14393606781959534,0.12022707611322403
0.9602192640304565,0.9742424488067627,0.1434379518032074,0.12249687314033508
0.9607112407684326,0.9741818308830261,0.14223603904247284,0.12056734412908554
0.9601684212684631,0.9741212129592896,0.14330169558525085,0.12183421105146408
0.9603796601295471,0.9741514921188354,0.1436024308204651,0.12040407955646515
0.9606470465660095,0.9741060733795166,0.14300158619880676,0.12117328494787216
0.9607540369033813,0.9741212129592896,0.14202222228050232,0.12130436301231384
